"mean" "variance"
6.86750527408387e-05 1.80545247330196e-09
0.000288487874458655 4.51389273077996e-09
0.000780551528876263 6.36339105271906e-08
0.00139383593410811 5.2816523957181e-09
0.00140305266770079 3.08806995734383e-09
0.00114363792734129 6.65826472336921e-09
0.000926659029817999 1.54293528702411e-09
0.000872316706005638 2.63444861069993e-10
0.000715327328894736 8.07399524340166e-09
