"mean" "variance"
0.00309465938697503 8.87394197940388e-08
0.00355180708587159 2.46829226278326e-07
0.00499033965330644 7.24783962882391e-08
0.00314586966353418 5.41417478595313e-07
0.00137162163547318 1.33219666224931e-07
0.000569223060457238 1.10223414061909e-08
0.000708900535051535 3.27379838728246e-08
0.000569454638102732 3.79316921562369e-08
0.000188301043699371 1.98002810404376e-09
