"mean" "variance"
0.0640901880556645 4.75507577780994e-05
0.0701012482065373 0.000152467942125372
0.00711857154774176 0.000105139086838786
6.4217517281625e-05 1.07374680263005e-09
1.38671949689972e-05 1.5236456600344e-10
0.00019000460644141 1.74651801926971e-08
0.00441822572815937 4.09439790012639e-06
0.00569854700878117 3.50250120613456e-07
0.00953764664274783 3.12265851847244e-06
